layer,head,pattern_score,total_delta_nll,direct_delta_nll,indirect_delta_nll
17,10,0.12206999957561493,-0.0009539999882690609,0.0,-0.0009539999882690609
17,11,0.1549070030450821,0.00013099999341648072,0.0,0.00013099999341648072
17,12,0.15551799535751343,7.699999696342275e-05,0.0,7.699999696342275e-05
17,13,0.09539800137281418,-9.999999974752427e-07,0.0,-9.999999974752427e-07
17,14,0.1241459995508194,-0.002203000010922551,0.0,-0.002203000010922551
17,15,0.10833700001239777,0.0006230000290088356,0.0,0.0006230000290088356
17,16,0.18640099465847015,-0.0008849999867379665,0.0,-0.0008849999867379665
17,17,0.14135700464248657,0.0022950000129640102,0.0,0.0022950000129640102
17,18,0.1914059966802597,-0.00037200000951997936,0.0,-0.00037200000951997936
17,19,0.1350100040435791,0.0006270000012591481,0.0,0.0006270000012591481
18,0,0.09606900066137314,0.001256000017747283,0.0,0.001256000017747283
18,1,0.16918900609016418,5.8000001445179805e-05,0.0,5.8000001445179805e-05
18,2,0.11987300217151642,0.0002570000069681555,0.0,0.0002570000069681555
18,3,0.160521999001503,0.0014309999532997608,0.0,0.0014309999532997608
18,4,0.109375,0.0318790003657341,0.0,0.0318790003657341
18,5,0.20068399608135223,0.0005009999731555581,0.0,0.0005009999731555581
18,6,0.1596679985523224,0.0006280000088736415,0.0,0.0006280000088736415
18,7,0.09802199900150299,0.00021600000036414713,0.0,0.00021600000036414713
18,8,0.12658700346946716,0.00013699999544769526,0.0,0.00013699999544769526
18,9,0.17565900087356567,0.0008539999835193157,0.0,0.0008539999835193157
18,10,0.20690900087356567,0.001108999946154654,0.0,0.001108999946154654
18,11,0.09491000324487686,0.001491999952122569,0.0,0.001491999952122569
18,12,0.19458000361919403,0.00014200000441633165,0.0,0.00014200000441633165
18,13,0.10607899725437164,0.005051000043749809,0.0,0.005051000043749809
18,14,0.14563000202178955,0.0009009999921545386,0.0,0.0009009999921545386
18,15,0.12780800461769104,0.0007859999896027148,0.0,0.0007859999896027148
18,16,0.23339800536632538,0.0012839999981224537,0.0,0.0012839999981224537
